ARTICULO;SABCT;CANAL;ZONA_CONSOLIDADO;Ene-25;Feb-25;Mar-25;Abr-25;May-25;Jun-25;Jul-25;Ago-25;Set-25;Oct-25;Nov-25;Dic-25;Ene-26
HAC-HFW1500RL-IL-A;S;MINORISTA;LIMA;0;0;0;0;0;0;0;0;0;883;0;0;0
HAC-HFW1500RL-IL-A;S;MINORISTA;MALVINAS;0;0;0;0;0;0;0;533;421;314;0;0;0
HAC-HFW1500RL-IL-A;S;MINORISTA;MARSANO;0;0;0;0;0;0;0;326;0;0;0;0;0
HAC-HFW1500RL-IL-A;S;MINORISTA;PARURO;0;0;0;0;0;0;1,143;433;645;2,511;0;409;0
HAC-HFW1500RL-IL-A;S;MINORISTA;PROVINCIA CENTRO;0;0;0;0;0;0;391;196;733;346;0;454;-21
HAC-HFW1500RL-IL-A;S;MINORISTA;PROVINCIA NORTE;0;0;0;0;0;0;5,683;1,917;2,038;1,454;262;325;0
HAC-HFW1500RL-IL-A;S;MINORISTA;PROVINCIA SUR;0;0;0;0;0;0;329;743;398;56;0;0;0
HAC-HFW1500RL-IL-A;S;MINORISTA;WILSON;0;0;0;0;0;0;267;807;0;0;0;1,113;0
HAC-HFW1500RL-IL-T;S;INTEGRADOR;LIMA;0;0;0;0;0;0;0;0;0;0;0;0;45
HAC-HFW1500RL-IL-T;S;MINORISTA;MALVINAS;0;0;0;0;0;0;0;0;0;0;405;614;260
HAC-HFW1500RL-IL-T;S;MINORISTA;PARURO;0;0;0;0;0;0;0;0;0;0;0;607;325
HAC-HFW1500RL-IL-T;S;MINORISTA;PROVINCIA CENTRO;0;0;0;0;0;0;0;0;0;0;87;43;0
HAC-HFW1500RL-IL-T;S;MINORISTA;PROVINCIA NORTE;0;0;0;0;0;0;0;0;0;0;743;207;0
HAC-HFW1500RL-IL-T;S;MINORISTA;PROVINCIA SUR;0;0;0;0;0;0;0;0;0;0;313;563;0
HAC-HFW1500RL-IL-T;S;MINORISTA;WILSON;0;0;0;0;0;0;0;0;0;0;0;216;454
HAC-T1A21-U;S;INTEGRADOR;LIMA;268;197;24;62;168;37;73;0;0;0;12;112;0
HAC-T1A21-U;S;INTEGRADOR;PROVINCIA ORIENTE;0;0;0;0;0;0;0;0;0;0;140;0;0
HAC-T1A21-U;S;INTEGRADOR;PROVINCIA SUR;0;0;0;0;0;0;0;0;60;0;0;0;0
HAC-T1A21-U;S;MINORISTA;COMPUPALACE;0;0;457;0;0;911;0;0;565;0;0;0;0
HAC-T1A21-U;S;MINORISTA;LIMA;876;584;373;0;642;218;73;57;226;226;0;-143;233
HAC-T1A21-U;S;MINORISTA;MALVINAS;4,556;2,768;1,459;1,941;902;2,777;0;1,835;1,218;895;170;1,229;373
HAC-T1A21-U;S;MINORISTA;MARSANO;350;345;228;228;228;426;343;411;213;339;237;0;0
HAC-T1A21-U;S;MINORISTA;PARURO;2,233;3,088;2,291;1,028;311;2,868;1,190;2,021;0;1,171;477;93;406
HAC-T1A21-U;S;MINORISTA;PROVINCIA CENTRO;640;1,453;114;506;987;914;448;171;902;1,167;117;1,733;93
HAC-T1A21-U;S;MINORISTA;PROVINCIA NORTE;764;2,465;1,474;460;594;69;348;352;1,657;58;70;176;0
HAC-T1A21-U;S;MINORISTA;PROVINCIA SUR;632;2,418;1,252;913;2,068;1,586;1,527;1,072;734;474;762;852;434
HAC-T1A21-U;S;MINORISTA;WILSON;1,162;1,502;1,963;856;3,032;1,236;1,004;0;0;113;46;578;572
HAC-T1A21-U;S;RETAIL;LIMA;278;275;260;71;416;176;221;371;415;592;91;219;18
IPC-HDW1230T1-S5;S;INTEGRADOR;LIMA;820;884;0;0;404;0;204;0;0;0;698;0;0
IPC-HDW1230T1-S5;S;INTEGRADOR;PROVINCIA NORTE;0;0;0;0;69;0;0;0;0;0;0;0;0
IPC-HDW1230T1-S5;S;MINORISTA;AZANGARO;0;0;0;0;0;0;0;33;0;0;0;0;0
IPC-HDW1230T1-S5;S;MINORISTA;LIMA;0;33;0;0;0;0;1,638;780;0;0;0;0;0
IPC-HDW1230T1-S5;S;MINORISTA;MALVINAS;314;251;0;0;0;323;0;0;0;0;0;0;0
IPC-HDW1230T1-S5;S;MINORISTA;MARSANO;98;0;0;0;0;325;0;0;0;0;0;0;0
IPC-HDW1230T1-S5;S;MINORISTA;PARURO;0;471;381;0;0;0;0;307;0;0;0;0;0
IPC-HDW1230T1-S5;S;MINORISTA;PROVINCIA CENTRO;98;325;0;33;0;0;0;0;0;0;0;0;0
IPC-HDW1230T1-S5;S;MINORISTA;PROVINCIA NORTE;628;0;471;0;334;635;-58;282;0;0;0;0;0
IPC-HDW1230T1-S5;S;MINORISTA;PROVINCIA SUR;265;0;33;0;0;0;0;314;0;60;0;0;0
IPC-HDW1230T1-S5;S;MINORISTA;WILSON;1,479;1,608;0;1,024;0;0;195;0;0;0;0;0;0
IPC-K2E-3H1W-IMOU;S;INTEGRADOR;LIMA;0;162;152;0;163;23;0;0;0;0;0;0;0
IPC-K2E-3H1W-IMOU;S;INTEGRADOR;PROVINCIA ORIENTE;0;0;119;0;0;136;0;0;0;0;0;0;0
IPC-K2E-3H1W-IMOU;S;MINORISTA;AZANGARO;119;0;0;1,034;0;0;0;0;0;0;0;0;0
IPC-K2E-3H1W-IMOU;S;MINORISTA;COMPUPALACE;3,976;0;0;1,988;1,988;0;0;-20;-20;0;0;0;0
IPC-K2E-3H1W-IMOU;S;MINORISTA;LIMA;1,389;1,287;1,193;795;0;139;0;0;0;0;0;0;0
IPC-K2E-3H1W-IMOU;S;MINORISTA;MALVINAS;338;4,340;2,763;1,789;1,292;258;0;0;0;0;-21;0;0
IPC-K2E-3H1W-IMOU;S;MINORISTA;MARSANO;696;99;398;1,113;0;0;199;0;0;0;0;0;0
IPC-K2E-3H1W-IMOU;S;MINORISTA;PARURO;6,733;4,254;5,899;4,230;2,202;1,988;0;0;0;0;0;0;0
IPC-K2E-3H1W-IMOU;S;MINORISTA;PROVINCIA CENTRO;1,505;708;666;1,020;848;994;0;0;0;0;0;0;0
IPC-K2E-3H1W-IMOU;S;MINORISTA;PROVINCIA NORTE;1,690;1,988;3,694;1,561;2,639;99;-21;-39;0;0;0;0;0
IPC-K2E-3H1W-IMOU;S;MINORISTA;PROVINCIA SUR;1,505;2,791;941;432;338;99;205;0;0;0;0;0;0
IPC-K2E-3H1W-IMOU;S;MINORISTA;RIMAC;0;0;0;0;0;75;0;0;0;0;0;0;0
IPC-K2E-3H1W-IMOU;S;MINORISTA;WILSON;2,292;10,019;7,076;1,113;816;199;0;-20;-20;0;0;-40;0
IPC-K2E-3H1W-IMOU;S;OPERADORES;LIMA;0;0;0;0;0;438;0;0;0;0;0;0;0
IPC-K2E-3H1W-IMOU;S;RETAIL;LIMA;5,143;4,570;3,979;5,206;4,757;6,376;1,844;0;0;0;0;0;0
IPC-K2E-3H3W-IMOU;S;INTEGRADOR;LIMA;0;0;0;0;0;0;0;0;21;626;131;613;1,035
IPC-K2E-3H3W-IMOU;S;INTEGRADOR;PROVINCIA ORIENTE;0;0;0;0;0;0;0;0;0;119;0;0;0
IPC-K2E-3H3W-IMOU;S;INTEGRADOR;PROVINCIA SUR;0;0;0;0;0;0;0;87;0;0;0;0;0
IPC-K2E-3H3W-IMOU;S;MINORISTA;COMPUPALACE;0;0;0;0;0;3,976;0;0;1,826;3,752;-18;0;1,976
IPC-K2E-3H3W-IMOU;S;MINORISTA;LIMA;0;0;0;0;111;497;605;563;958;563;0;452;395
IPC-K2E-3H3W-IMOU;S;MINORISTA;MALVINAS;0;0;0;743;99;6,420;1,698;1,234;2,632;1,688;5,806;3,703;6,404
IPC-K2E-3H3W-IMOU;S;MINORISTA;MARSANO;0;0;0;0;0;1,988;0;297;178;0;1,826;0;0
IPC-K2E-3H3W-IMOU;S;MINORISTA;PARURO;0;0;0;0;719;1,173;1,496;1,633;0;4,136;2,439;7,587;3,952
IPC-K2E-3H3W-IMOU;S;MINORISTA;PROVINCIA CENTRO;0;0;0;111;398;199;978;2,503;2,079;1,243;989;1,580;1,454
IPC-K2E-3H3W-IMOU;S;MINORISTA;PROVINCIA NORTE;0;0;0;0;0;398;4,273;1,540;2,331;2,896;3,678;599;391
IPC-K2E-3H3W-IMOU;S;MINORISTA;PROVINCIA SUR;0;0;0;1,228;322;2,352;1,068;1,691;516;178;1,847;1,661;415
IPC-K2E-3H3W-IMOU;S;MINORISTA;WILSON;0;0;0;0;1,193;497;2,735;277;6,069;3,045;336;1,759;930
IPC-K2E-3H3W-IMOU;S;RETAIL;LIMA;0;0;0;0;0;0;4,996;9,409;11,635;6,137;4,137;5,075;1,790
IPC-K2E-5H2W-IMOU;S;INTEGRADOR;LIMA;0;114;142;0;254;27;0;0;0;0;0;0;0
IPC-K2E-5H2W-IMOU;S;MINORISTA;COMPUPALACE;544;815;0;1,250;0;0;0;0;0;0;0;0;0
IPC-K2E-5H2W-IMOU;S;MINORISTA;LIMA;113;1,223;1,250;500;136;0;0;0;0;0;0;-136;0
IPC-K2E-5H2W-IMOU;S;MINORISTA;MALVINAS;467;1,658;0;975;269;1,484;0;0;0;0;0;0;0
IPC-K2E-5H2W-IMOU;S;MINORISTA;MARSANO;0;0;0;50;0;0;0;0;0;0;0;0;0
IPC-K2E-5H2W-IMOU;S;MINORISTA;PARURO;2,493;136;638;1,975;3,463;81;0;0;0;0;0;0;0
IPC-K2E-5H2W-IMOU;S;MINORISTA;PROVINCIA CENTRO;502;462;0;435;0;1,076;0;0;0;0;0;0;0
IPC-K2E-5H2W-IMOU;S;MINORISTA;PROVINCIA NORTE;519;815;1,331;256;1,732;0;854;0;0;0;0;0;0
IPC-K2E-5H2W-IMOU;S;MINORISTA;PROVINCIA SUR;1,311;329;1,420;395;1,546;54;215;0;0;26;0;0;0
IPC-K2E-5H2W-IMOU;S;MINORISTA;RIMAC;0;0;0;0;0;95;0;0;0;0;0;0;0
IPC-K2E-5H2W-IMOU;S;MINORISTA;WILSON;2,921;3,235;1,386;2,200;3,228;135;-27;0;0;0;-25;0;-25
IPC-K2E-5H2W-IMOU;S;OPERADORES;PROVINCIA CENTRO;0;0;0;0;0;56;0;0;0;0;0;0;0
IPC-K2E-5H3W-IMOU;S;INTEGRADOR;LIMA;0;0;0;0;0;0;0;0;0;0;0;0;82
IPC-K2E-5H3W-IMOU;S;MINORISTA;COMPUPALACE;0;0;0;0;0;0;0;0;908;0;0;0;908
IPC-K2E-5H3W-IMOU;S;MINORISTA;LIMA;0;0;0;0;0;0;748;0;52;0;0;1,038;623
IPC-K2E-5H3W-IMOU;S;MINORISTA;MALVINAS;0;0;0;0;0;673;800;0;182;2,568;2,125;52;2,023
IPC-K2E-5H3W-IMOU;S;MINORISTA;MARSANO;0;0;0;0;0;0;0;52;0;0;0;0;0
IPC-K2E-5H3W-IMOU;S;MINORISTA;PARURO;0;0;0;0;0;220;272;2,490;2,075;1,349;0;0;78
IPC-K2E-5H3W-IMOU;S;MINORISTA;PROVINCIA CENTRO;0;0;0;0;0;135;82;340;0;943;0;934;0
IPC-K2E-5H3W-IMOU;S;MINORISTA;PROVINCIA NORTE;0;0;0;0;272;136;0;649;-26;1,118;0;599;269
IPC-K2E-5H3W-IMOU;S;MINORISTA;PROVINCIA SUR;0;0;0;0;0;598;108;414;1,880;285;717;778;311
IPC-K2E-5H3W-IMOU;S;MINORISTA;WILSON;0;0;0;0;554;109;1,247;738;1,816;593;182;648;130
IPC-K7C-3H1WE-IMOU;S;INTEGRADOR;LIMA;0;0;0;0;103;0;0;0;0;0;0;0;0
IPC-K7C-3H1WE-IMOU;S;MINORISTA;COMPUPALACE;0;834;0;667;367;0;0;0;0;0;0;0;0
IPC-K7C-3H1WE-IMOU;S;MINORISTA;LIMA;138;667;0;0;167;0;0;0;0;0;0;0;0
IPC-K7C-3H1WE-IMOU;S;MINORISTA;MALVINAS;2,168;834;0;667;200;167;0;0;0;0;0;0;0
IPC-K7C-3H1WE-IMOU;S;MINORISTA;MARSANO;0;167;0;0;0;0;0;0;0;0;0;0;0
IPC-K7C-3H1WE-IMOU;S;MINORISTA;PARURO;1,377;1,167;-33;334;1,201;0;0;0;0;0;0;0;0
IPC-K7C-3H1WE-IMOU;S;MINORISTA;PROVINCIA CENTRO;564;467;0;100;736;300;0;0;0;0;0;0;0
IPC-K7C-3H1WE-IMOU;S;MINORISTA;PROVINCIA NORTE;2,308;434;0;233;1,549;0;0;0;0;0;0;0;0
IPC-K7C-3H1WE-IMOU;S;MINORISTA;PROVINCIA SUR;0;1,106;0;0;1,275;0;0;0;0;0;0;0;0
IPC-K7C-3H1WE-IMOU;S;MINORISTA;WILSON;1,000;2,301;233;2,647;0;0;0;0;0;0;0;0;0
IPC-K7C-3H1WE-IMOU;S;OPERADORES;LIMA;34;0;0;0;0;69;0;0;0;0;0;0;0
IPC-K7C-3H1WE-IMOU;S;OPERADORES;PROVINCIA NORTE;0;33;0;0;0;0;0;0;0;0;0;0;0
IPC-K7C-3H1WE-IMOU;S;OPERADORES;PROVINCIA SUR;0;0;0;0;344;0;0;0;0;0;0;0;0
IPC-K7C-3H1WE-IMOU;S;RETAIL;LIMA;4,265;3,150;0;9,885;420;3,475;248;0;0;0;0;0;0
IPC-K7F-3H0WE-IMOU;S;INTEGRADOR;LIMA;0;0;0;0;0;0;0;0;0;0;0;0;167
IPC-K7F-3H0WE-IMOU;S;INTEGRADOR;PROVINCIA CENTRO;0;0;0;0;0;0;0;0;0;73;0;0;0
IPC-K7F-3H0WE-IMOU;S;MINORISTA;AZANGARO;0;0;0;0;0;0;0;0;0;0;0;0;257
IPC-K7F-3H0WE-IMOU;S;MINORISTA;COMPUPALACE;0;0;0;0;0;1,063;0;0;1,000;667;0;0;386
IPC-K7F-3H0WE-IMOU;S;MINORISTA;LIMA;0;0;0;0;0;354;0;167;167;334;334;367;0
IPC-K7F-3H0WE-IMOU;S;MINORISTA;MALVINAS;0;0;0;0;0;992;0;1,167;500;1,551;1,834;1,311;3,975
IPC-K7F-3H0WE-IMOU;S;MINORISTA;MARSANO;0;0;0;0;0;177;0;0;0;0;0;0;0
IPC-K7F-3H0WE-IMOU;S;MINORISTA;PARURO;0;0;0;0;0;886;0;133;834;0;367;3,233;805
IPC-K7F-3H0WE-IMOU;S;MINORISTA;PROVINCIA CENTRO;0;0;0;0;0;709;0;849;1,466;679;600;551;640
IPC-K7F-3H0WE-IMOU;S;MINORISTA;PROVINCIA NORTE;0;0;0;0;0;532;354;267;774;1,067;307;1,173;0
IPC-K7F-3H0WE-IMOU;S;MINORISTA;PROVINCIA SUR;0;0;0;0;0;698;0;1,523;382;167;0;1,493;676
IPC-K7F-3H0WE-IMOU;S;MINORISTA;WILSON;0;0;0;0;0;354;0;534;1,334;1,700;233;1,375;547
IPC-K7F-3H0WE-IMOU;S;OPERADORES;LIMA;0;0;0;0;0;0;0;0;220;0;0;0;0
IPC-K7F-3H0WE-IMOU;S;OPERADORES;PROVINCIA ORIENTE;0;0;0;0;0;0;0;0;0;0;0;147;0
IPC-K7F-3H0WE-IMOU;S;OPERADORES;PROVINCIA SUR;0;0;0;0;0;0;0;0;184;0;0;0;0
IPC-K7F-3H0WE-IMOU;S;RETAIL;LIMA;0;0;0;0;0;0;1,608;8,845;8,394;6,453;4,284;5,280;4,570
IPC-K7F-5H0WE-IMOU;S;INTEGRADOR;LIMA;0;0;0;0;0;0;84;0;0;0;33;0;185
IPC-K7F-5H0WE-IMOU;S;INTEGRADOR;PROVINCIA NORTE;0;0;0;0;0;0;0;0;0;0;0;38;0
IPC-K7F-5H0WE-IMOU;S;MINORISTA;COMPUPALACE;0;0;0;0;0;1,181;0;0;1,112;0;0;0;0
IPC-K7F-5H0WE-IMOU;S;MINORISTA;LIMA;0;0;0;0;0;394;1,182;185;704;1,113;371;1,244;322
IPC-K7F-5H0WE-IMOU;S;MINORISTA;MALVINAS;0;0;0;0;0;2,048;0;1,232;519;908;1,759;1,270;1,209
IPC-K7F-5H0WE-IMOU;S;MINORISTA;MARSANO;0;0;0;0;0;197;0;76;0;371;328;0;148
IPC-K7F-5H0WE-IMOU;S;MINORISTA;PARURO;0;0;0;0;0;985;1,024;1,445;815;2,335;590;2,557;1,371
IPC-K7F-5H0WE-IMOU;S;MINORISTA;PROVINCIA CENTRO;0;0;0;0;0;674;118;148;520;296;661;164;633
IPC-K7F-5H0WE-IMOU;S;MINORISTA;PROVINCIA NORTE;0;0;0;0;0;673;1,661;1,223;2,446;2,456;1,589;559;226
IPC-K7F-5H0WE-IMOU;S;MINORISTA;PROVINCIA SUR;0;0;0;0;0;394;285;2,094;957;1,892;1,808;4,077;556
IPC-K7F-5H0WE-IMOU;S;MINORISTA;WILSON;0;0;0;0;0;669;0;4,261;556;3,339;371;1,448;667
IPC-K7F-5H0WE-IMOU;S;OPERADORES;LIMA;0;0;0;0;0;0;0;0;243;1,088;0;0;0
IPC-K7F-5H0WE-IMOU;S;OPERADORES;PROVINCIA CENTRO;0;0;0;0;0;0;0;205;0;0;0;216;0
IPC-K7F-5H0WE-IMOU;S;OPERADORES;PROVINCIA ORIENTE;0;0;0;0;0;0;0;0;0;0;0;81;0
IPC-K7F-5H0WE-IMOU;S;OPERADORES;PROVINCIA SUR;0;0;0;0;0;0;0;0;0;123;0;82;0
IPC-S7XE-10M0WEDIMOU;S;INTEGRADOR;LIMA;0;0;0;0;0;0;0;0;61;0;60;0;54
IPC-S7XE-10M0WEDIMOU;S;MINORISTA;COMPUPALACE;0;0;0;0;0;0;2,134;0;543;2,173;0;1,330;2,127
IPC-S7XE-10M0WEDIMOU;S;MINORISTA;LIMA;0;0;0;0;0;0;1,067;1,630;1,087;1,087;1,087;109;0
IPC-S7XE-10M0WEDIMOU;S;MINORISTA;MALVINAS;0;0;0;0;114;3,805;1,067;2,989;1,742;3,125;2,663;3,330;2,157
IPC-S7XE-10M0WEDIMOU;S;MINORISTA;MARSANO;0;0;0;0;0;0;0;54;217;544;0;0;0
IPC-S7XE-10M0WEDIMOU;S;MINORISTA;PARURO;0;0;0;0;2,164;1,087;2,154;1,840;2,718;2,011;0;3,657;3,149
IPC-S7XE-10M0WEDIMOU;S;MINORISTA;PROVINCIA CENTRO;0;0;0;0;913;3,704;109;2,747;1,468;1,650;2,283;2,721;1,852
IPC-S7XE-10M0WEDIMOU;S;MINORISTA;PROVINCIA NORTE;0;0;0;0;2,090;3,236;5,409;2,482;5,004;3,493;2,038;3,097;266
IPC-S7XE-10M0WEDIMOU;S;MINORISTA;PROVINCIA SUR;0;0;0;0;1,702;1,882;380;3,125;7,966;5,816;2,341;5,821;1,874
IPC-S7XE-10M0WEDIMOU;S;MINORISTA;RIMAC;0;0;0;0;0;35;0;0;0;0;0;0;0
IPC-S7XE-10M0WEDIMOU;S;MINORISTA;WILSON;0;0;0;0;2,483;2,997;4,970;4,890;3,044;2,011;1,631;5,306;695
IPC-S7XE-10M0WEDIMOU;S;OPERADORES;LIMA;0;0;0;0;0;0;440;732;0;225;0;0;0
IPC-S7XE-10M0WEDIMOU;S;OPERADORES;PROVINCIA SUR;0;0;0;0;0;0;0;225;563;0;0;58;0
IPC-S7XE-8M0WED-IMOU;S;INTEGRADOR;LIMA;0;0;0;0;0;0;0;0;206;103;0;247;151
IPC-S7XE-8M0WED-IMOU;S;INTEGRADOR;PROVINCIA NORTE;0;0;0;0;0;0;158;0;0;0;0;0;0
IPC-S7XE-8M0WED-IMOU;S;MINORISTA;COMPUPALACE;0;0;0;0;0;395;968;0;0;1,235;0;0;296
IPC-S7XE-8M0WED-IMOU;S;MINORISTA;LIMA;0;0;0;0;109;0;0;494;0;0;0;346;0
IPC-S7XE-8M0WED-IMOU;S;MINORISTA;MALVINAS;0;0;0;0;0;2,717;968;0;1,038;494;2,668;198;1,010
IPC-S7XE-8M0WED-IMOU;S;MINORISTA;MARSANO;0;0;0;0;0;247;0;49;0;99;0;0;0
IPC-S7XE-8M0WED-IMOU;S;MINORISTA;PARURO;0;0;0;306;826;850;0;1,136;791;988;987;2,249;0
IPC-S7XE-8M0WED-IMOU;S;MINORISTA;PROVINCIA CENTRO;0;0;0;546;329;2,795;702;1,790;642;494;92;2,323;648
IPC-S7XE-8M0WED-IMOU;S;MINORISTA;PROVINCIA NORTE;0;0;0;109;1,964;792;1,418;452;939;604;1,094;648;500
IPC-S7XE-8M0WED-IMOU;S;MINORISTA;PROVINCIA SUR;0;0;0;709;793;247;1,142;205;1,482;2,816;840;2,026;593
IPC-S7XE-8M0WED-IMOU;S;MINORISTA;RIMAC;0;0;0;0;0;32;0;0;0;0;0;0;0
IPC-S7XE-8M0WED-IMOU;S;MINORISTA;WILSON;0;0;0;0;1,581;988;484;791;3,140;494;0;1,383;0
IPC-S7XE-8M0WED-IMOU;S;RETAIL;LIMA;0;0;0;0;0;0;0;0;0;833;2,481;0;4,921
KIT-XVR4C8CH-1TB-IL;S;INTEGRADOR;LIMA;0;0;313;0;0;0;0;0;0;-313;0;0;0
KIT-XVR4C8CH-1TB-IL;S;MINORISTA;COMPUPALACE;0;0;0;0;0;313;0;0;0;0;0;0;0
KIT-XVR4C8CH-1TB-IL;S;MINORISTA;LIMA;5,992;0;0;0;0;1,532;1,223;0;0;0;0;1,565;0
KIT-XVR4C8CH-1TB-IL;S;MINORISTA;MALVINAS;0;0;0;0;0;460;0;0;0;0;293;0;0
KIT-XVR4C8CH-1TB-IL;S;MINORISTA;PARURO;0;0;1,473;2,273;0;758;157;1,185;0;0;1,171;1,498;0
KIT-XVR4C8CH-1TB-IL;S;MINORISTA;PROVINCIA CENTRO;317;-157;783;0;1,717;0;2,506;940;936;-936;0;2,660;0
KIT-XVR4C8CH-1TB-IL;S;MINORISTA;PROVINCIA NORTE;0;4,990;3,523;11,488;612;4,257;2,146;6,323;-594;0;6,949;6,265;0
KIT-XVR4C8CH-1TB-IL;S;MINORISTA;PROVINCIA SUR;0;0;781;1,565;1,731;1,008;1,420;454;1,099;-454;1,096;1,712;0
KIT-XVR4C8CH-1TB-IL;S;MINORISTA;WILSON;0;0;0;0;0;0;1,481;0;0;0;0;0;0
KIT-XVR4C8CH-1TB-IL;S;OPERADORES;PROVINCIA NORTE;0;0;0;0;0;0;0;0;0;0;179;0;0
KIT-XVR4C8CH-1TB-IL;S;RETAIL;LIMA;21,856;13,465;23,740;7,197;11,100;14,685;12,004;19,748;14,043;9,071;17,781;12,674;14,729
KJ8-C6-US/BLN;S;INTEGRADOR;LIMA;0;0;1,393;212;71;0;0;0;70;17;0;0;179
KJ8-C6-US/BLN;S;INTEGRADOR;PROVINCIA SUR;0;0;0;0;71;0;0;0;0;0;0;3;0
KJ8-C6-US/BLN;S;MINORISTA;AZANGARO;1,526;120;4,960;0;2,799;0;3,710;0;2,803;1,237;0;2,536;412
KJ8-C6-US/BLN;S;MINORISTA;COMPUPALACE;0;0;72;0;690;0;0;0;0;291;0;0;0
KJ8-C6-US/BLN;S;MINORISTA;LIMA;417;0;562;376;11;0;145;0;0;296;0;283;142
KJ8-C6-US/BLN;S;MINORISTA;MALVINAS;3,641;-1,107;6,320;0;3,993;360;3,119;0;1,465;4,145;0;3,311;687
KJ8-C6-US/BLN;S;MINORISTA;MARSANO;1,584;0;687;5;550;0;550;0;550;824;72;633;691
KJ8-C6-US/BLN;S;MINORISTA;PARURO;137;0;1,701;0;0;0;929;0;689;247;0;1,358;0
KJ8-C6-US/BLN;S;MINORISTA;PROVINCIA CENTRO;414;0;1,922;0;0;0;186;0;1,305;499;6;0;21
KJ8-C6-US/BLN;S;MINORISTA;PROVINCIA NORTE;618;0;69;0;41;0;206;0;385;0;0;343;69
KJ8-C6-US/BLN;S;MINORISTA;PROVINCIA SUR;1,786;0;3,353;69;1,237;27;1,383;0;633;346;29;1,057;343
KJ8-C6-US/BLN;S;MINORISTA;WILSON;3,726;0;2,814;0;8,088;0;1,139;0;2,898;3,340;0;1,794;414
KJ8-C6-US/BLN;S;OPERADORES;LIMA;0;0;0;0;0;0;0;0;0;0;0;0;150
KJ8-C6-US/BLN;S;RETAIL;LIMA;513;104;1,055;624;524;323;434;651;440;449;229;1,032;803
KJ8-C6-US/WHN;S;INTEGRADOR;LIMA;15;0;0;0;0;0;0;0;0;0;0;0;0
KJ8-C6-US/WHN;S;INTEGRADOR;LIMA;0;0;0;0;144;0;62;0;0;0;0;0;0
KJ8-C6-US/WHN;S;INTEGRADOR;PROVINCIA CENTRO;0;0;0;0;37;0;0;0;0;0;0;0;0
KJ8-C6-US/WHN;S;MINORISTA;AZANGARO;447;0;691;481;1,305;137;343;0;481;151;0;577;0
KJ8-C6-US/WHN;S;MINORISTA;COMPUPALACE;0;0;0;0;0;0;0;0;0;138;0;0;0
KJ8-C6-US/WHN;S;MINORISTA;LIMA;69;221;215;100;0;0;141;0;0;2,880;0;75;71
KJ8-C6-US/WHN;S;MINORISTA;MALVINAS;2,024;0;3,581;312;829;0;2,061;0;0;602;0;1,030;0
KJ8-C6-US/WHN;S;MINORISTA;MARSANO;290;0;71;137;69;0;69;0;0;0;0;282;0
KJ8-C6-US/WHN;S;MINORISTA;PARURO;550;0;426;0;276;1,200;231;0;413;69;0;551;0
KJ8-C6-US/WHN;S;MINORISTA;PROVINCIA CENTRO;97;0;893;704;168;477;363;0;1,224;260;0;275;0
KJ8-C6-US/WHN;S;MINORISTA;PROVINCIA NORTE;488;0;69;455;206;234;118;0;550;0;0;117;0
KJ8-C6-US/WHN;S;MINORISTA;PROVINCIA SUR;674;362;343;279;621;182;104;0;176;17;0;275;0
KJ8-C6-US/WHN;S;MINORISTA;WILSON;359;153;0;0;69;690;210;0;0;211;0;253;0
KJ8-C6-US/WHN;S;OPERADORES;PROVINCIA SUR;0;0;0;0;0;51;0;0;0;0;0;0;0
KJ8-C6-US/WHN;S;RETAIL;LIMA;150;153;158;165;100;66;131;113;254;199;70;222;130
KUKS M6-PE;S;INTEGRADOR;LIMA;0;0;0;0;0;0;0;0;192;0;0;0;0
KUKS M6-PE;S;MINORISTA;COMPUPALACE;0;0;0;0;0;0;0;0;134;0;0;0;0
KUKS M6-PE;S;MINORISTA;PROVINCIA CENTRO;0;0;0;0;82;161;0;81;0;0;0;0;0
KUKS M6-PE;S;MINORISTA;PROVINCIA NORTE;158;0;0;0;0;81;0;0;81;0;0;0;0
KUKS M6-PE;S;MINORISTA;PROVINCIA SUR;0;0;0;0;0;538;269;0;0;0;0;0;0
KUKS M6-PE;S;OPERADORES;LIMA;0;0;55;82;0;0;228;0;0;0;0;0;0
KUKS M6-PE;S;OPERADORES;PROVINCIA CENTRO;0;0;0;0;0;27;0;0;0;0;0;0;0
KUKS M6-PE;S;OPERADORES;PROVINCIA NORTE;0;0;0;0;0;82;0;0;0;0;0;0;0
KUKS M6-PE;S;OPERADORES;PROVINCIA SUR;0;0;0;1,067;0;0;0;0;0;0;0;0;0
LEDPAN-48WA-LF;S;INTEGRADOR;LIMA;367;0;0;72;0;723;0;0;0;0;0;0;0
LEDPAN-48WA-LF;S;INTEGRADOR;PROVINCIA NORTE;0;0;0;0;0;0;0;68;0;0;0;0;0
LEDPAN-48WA-LF;S;MINORISTA;AZANGARO;2,754;317;769;1,132;814;286;1,102;407;429;2,566;0;0;322
LEDPAN-48WA-LF;S;MINORISTA;CALLAO;0;0;0;0;0;0;0;0;1,722;0;0;0;0
LEDPAN-48WA-LF;S;MINORISTA;LIMA;470;0;0;358;0;893;0;0;0;0;0;0;0
LEDPAN-48WA-LF;S;MINORISTA;MALVINAS;8,479;1,394;2,189;2,870;2,290;5,067;4,398;1,159;4,521;6,855;5,152;-8;3,683
LEDPAN-48WA-LF;S;MINORISTA;MARSANO;301;298;588;0;257;628;1,175;0;392;607;444;0;478
